StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,UserLanguage,Q9,Q1,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,"Herramientas que aplicaste como las actividades, reportes, ""quizzes"", dentro de la plataforma de CANVAS en el desarrollo de la experiencia de Servicio Social",Q2_6,Q2_7,Q2_8,Q5,Q9,Q6,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,Q3,Q7,CRN,Nombre de Experiencia,OSF,Periodo,Tipo de Formato
31/01/23 23:13,31/01/23 23:15,IP Address,177.228.97.91,100,133,True,31/01/23 23:15,R_33x4m5nZ7AdOhMl,,,,,24.7493,-107.0553,ES-ES,@00010,"AMMAC, Alianza de Ministerios de Misericordia, A.C. - Saturday School","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusto mucho la experiencia ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Es una manera en donde cualquiera se puede unir a ayudar a los demás, en mi caso me toco ayudar con educación y la promoción de la organización.",Reconocimiento,,,,,
01/02/23 1:42,01/02/23 1:44,IP Address,217.14.40.189,100,107,True,01/02/23 1:44,R_dbDdVVUQwRAzlf3,,,,,41.387,2.1701,ES-ES,@00011,Fundacionplan.org - Plan SPAP A.C. - Experiencia Plan,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
1 Nada Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,No,Ninguno,"
1 Nada de Acuerdo","
1 Nada de Acuerdo","
1 Nada de Acuerdo","
1 Nada de Acuerdo",,,,,,,
01/02/23 7:09,01/02/23 7:13,IP Address,189.252.132.105,100,266,True,01/02/23 7:13,R_3Kxy3R8ZMpLOoGx,,,,,25.8358,-109.1608,ES-ES,@00012,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C. - Nutrición y Vida en Bienestar","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"me gustó mucho la manera de trabajar, hay que darle mucha difusión a estos proyectos","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,,,,,
01/02/23 7:55,01/02/23 7:59,IP Address,186.96.165.203,100,208,True,01/02/23 7:59,R_vYpzj04K58PuTtv,,,,,25.6802,-100.3065,ES-ES,@00013,LABNL - Consejo para la Cultura y las Artes de Nuevo León - LABNL Lab Cultural Ciudadano: Coordinación de Mediación, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Es un lugar muy bonito, conoci gente demaciado buena y no solo mis compañeros, si no gente que recurria al lugar","
5 Totalmente de Acuerdo", 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Llegaba gente y al registrarse en el modulo de informacion nos pedian ser inclusivos con el lenguaje y poco a poco fuimos mejorando ese aspecto. Conoci gente muy bonita que nos decian que les gustaba mucho como sonreiamos y llegariamos muy lejos,Reconocimiento,,,,,
01/02/23 8:31,01/02/23 8:35,IP Address,187.195.205.115,100,255,True,01/02/23 8:35,R_3npJPm1Oc87W5C9,,,,,25.6554,-100.3258,ES-ES,@00014,"FICAE, Fundación Internacional de Cabalgantes y Actividades Ecuestres A. C. - FICAE Comunica!!","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 3,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Me gustó mucho ser auxiliar de terapias, pues el proceso de las terapias me sensibilizaban mucho y durante este mes realmente pude ver el proceso de algunos niños y me gustaba ver como en realidad los niños si tenían avance en su desarrollo. ","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,,,,,
01/02/23 8:46,01/02/23 8:47,IP Address,177.247.120.201,100,88,True,01/02/23 8:47,R_1g6GQZEc9GXdZgU,,,,,19.2693,-99.6718,ES-ES,@00015,"AIESEC México, A.C. - Ciudadano Global AIESEC","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Es una asociación que me ha cambiado la vida desde 2020 y sigo creyendo en su causa y es por eso que sigo aquí,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Crear más líderes es importante y es maravilloso,Reconocimiento,,,,,
01/02/23 9:01,01/02/23 9:02,IP Address,201.149.16.2,100,59,True,01/02/23 9:02,R_3h42OZeFYdynvvm,,,,,25.6554,-100.3258,ES-ES,@00016,"AMMAC, Alianza de Ministerios de Misericordia, A.C. - Wake up","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy bien organizada,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,,,,,
01/02/23 9:07,01/02/23 9:09,IP Address,187.156.160.162,100,141,True,01/02/23 9:09,R_2eWtJJAcEwsckwC,,,,,25.3696,-101.0302,ES-ES,@00017,"Tierra de Artistas, A.C. - Alquimistas de impacto","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4, 4,No,Sí,Una idea innovadora y comprometida a ayudar ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 4, 4,Fue una buena experiencia ,Reconocimiento,,,,,
01/02/23 9:29,01/02/23 9:33,IP Address,189.159.78.129,100,265,True,01/02/23 9:33,R_1nW2aD5s8OctS3G,,,,,25.6554,-100.3258,ES-ES,@00018,"La Cumbre Cotidiana, A.C. - Prevención de Accidentes dentro de Áreas Naturales Protegidas de NL","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 3,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,Sí,Sí,Excelente organización. Proyectos muy reales con verdadero valor en el presente al igual que a mediano plazo así como para futuras generaciones. Estos son proyectos de clase mundial que solamente conozco en países primermundistas.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Sumamente gratificante. Un proyecto que claramente el gobierno no ha dedicado recursos para llevar acabo y es algo que se debería de haber empezado hace muchos años,Reconocimiento,,,,,
01/02/23 9:44,01/02/23 9:50,IP Address,189.158.192.219,100,397,True,01/02/23 9:50,R_1HnMDjXLDBBWnDb,,,,,25.6546,-100.2967,ES-ES,@00019,"FICAE, Fundación Internacional de Cabalgantes y Actividades Ecuestres A. C. - FICAE Comunica!!","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusta mucho la causa a la que apoyan,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Considero que el estar cerca de las personas a las que ayuda esta organización y convivir con ellos, me hizo tener más empatía y de esta forma dedicarme de la mejor manera al trabajo que realice. ",Reconocimiento,,,,,
01/02/23 10:03,01/02/23 10:06,IP Address,187.233.15.193,100,200,True,01/02/23 10:06,R_b7A4ycseBHn8zbX,,,,,21.8901,-102.2666,ES-ES,@00020,"Tierra de Artistas, A.C. - Taller de telares con técnicas artesanales oaxaqueñas","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusto bastante como ayudan a los artensanos y hacen que nos involucremos.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gusto el como pude aprender a hacer mi propio telar.,Reconocimiento,,,,,
01/02/23 10:01,01/02/23 10:08,IP Address,200.68.165.10,100,450,True,01/02/23 10:09,R_1kOlMfPJYxOC6sZ,,,,,25.6554,-100.3258,ES-ES,@00021,"FICAE, Fundación Internacional de Cabalgantes y Actividades Ecuestres A. C. - FICAE Comunica!!","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gustaría compartir que me parece que las actividades que son realizadas dentro de la organización socio formadora son excelentes y pude obserrvar que son de gran ayuda para todos los pacientes y que los niños disfrutan el tiempo dentro de FICAE por lo que me siento muy agradecido de tener la oportunidad de participar en ciertas actividades por un tiempo.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustaría compartir que la experiencia de formar parte de esta organización me hizo sentir emociones positivas a través de la observación de las equinoterapias ya que era un tema del que yo no conocía nada y ahora que ya se un poco de el puedo estar seguro que es un método bastante efectivo para generar atención al mismo tiempo que fortalecer la mente en niños y adultos que cuenten con alguna discapacidad.  ,Reconocimiento,,,,,
01/02/23 10:10,01/02/23 10:12,IP Address,189.219.64.11,100,95,True,01/02/23 10:12,R_9MnUJNqCsmTwkHn,,,,,25.6802,-100.3065,ES-ES,@00022,"AMMAC, Alianza de Ministerios de Misericordia, A.C. - Directo al corazón","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,En los otros servicios la organización había sido PÉSIMA y estuve muy sorprendida con la excelente organización de AMMAC y su disposición a contestar dudas.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,,,,,
01/02/23 10:13,01/02/23 10:15,IP Address,200.95.170.79,100,135,True,01/02/23 10:16,R_1fl4rr0JkxGoAF2,,,,,19.4342,-99.0559,ES-ES,@00023,"FICAE, Fundación Internacional de Cabalgantes y Actividades Ecuestres A. C. - Diseño de material terapéutico FICAE","
5 Muy Satisfecho", 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Muy buen manejo de las terapias y organización , 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,,,,,
01/02/23 10:20,01/02/23 10:21,IP Address,189.153.135.28,100,81,True,01/02/23 10:21,R_2pL7KeXHY9OFqeD,,,,,25.6554,-100.3258,ES-ES,@00024,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C. - Nutrición y Vida en Bienestar","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gustó ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó ,Reconocimiento,,,,,
01/02/23 10:17,01/02/23 10:27,IP Address,187.190.18.125,100,587,True,01/02/23 10:27,R_1r7xZVTk4StV2TS,,,,,25.6554,-100.3258,ES-ES,@00025,"CIES, Centro de Investigación y Educación para la Salud, A.C. - Transformando Al Planeta","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Sus proyectos son muy valiosos para la sociedad,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",La basura que se encuentra en la huasteca es un problema enorme que requiere de más personas para cambiarlo,Reconocimiento,,,,,
01/02/23 10:29,01/02/23 10:30,IP Address,189.203.90.9,100,85,True,01/02/23 10:30,R_ey6pIbN5rbvVdWV,,,,,25.6677,-100.2514,ES-ES,@00026,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C. - Nutrición y Vida en Bienestar","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Siempre mostraron compromiso,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",La organización fue muy buena desde el primer día,Área de oportunidad,,,,,
01/02/23 10:32,01/02/23 10:35,IP Address,189.209.248.215,100,159,True,01/02/23 10:35,R_1mxvxEzIkclULsI,,,,,25.6554,-100.3258,ES-ES,@00027,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C. - Nutrición y Vida en Bienestar", 3, 3, 3, 4, 2, 4, 4, 3,Sí,Sí,"Pueden llegar a ser bastantes despensas, pero se sabe que es un buen objetivo", 2, 2, 3, 3,,,,,,,
01/02/23 10:49,01/02/23 10:51,IP Address,92.182.116.189,100,154,True,01/02/23 10:51,R_OvPyStxUmWqhp7j,,,,,48.8323,2.4075,ES-ES,@00028,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C. - Nutrición y Vida en Bienestar", 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Todo muy bn , 4, 4, 4, 4,,,,,,,
01/02/23 11:23,01/02/23 11:24,IP Address,45.181.12.106,100,75,True,01/02/23 11:24,R_a3pjgn2LMzszFS1,,,,,25.6802,-100.3065,ES-ES,@00029,"Vecinos Fuentes del Valle, A.C. - Centro de Acopio y Pepena en Fuentes del Valle","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Aprendí como manejar un huerto.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó aprender a manejar un huerto.,Reconocimiento,,,,,
01/02/23 11:26,01/02/23 11:31,IP Address,189.152.109.183,100,286,True,01/02/23 11:31,R_2sYj1yUEMQr895H,,,,,25.6546,-100.2967,ES-ES,@00030,INICIATIVA DE EDUCACIÓN CON EQUIDAD Y CALIDAD ---- Dirección de Servicio Social - Aprendizajes para Todos: Tutor académico,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Todo excelente, me encanto. Solo me hubiera gustado haber tenido un grupo... no había suficientes alumnos para la cantidad de tutores","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,,,,,
