StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9,Q11,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,"Herramientas que aplicaste como las actividades, reportes, ""quizzes"", dentro de la plataforma de CANVAS en el desarrollo de la experiencia de Servicio Social",Q2_6,Q2_7,Q2_8,Q5,Q9,Q6,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,Q3,Q7,CRN,Nombre de Experiencia,OSF,Periodo,Tipo de Formato
02/11/22 8:43,02/11/22 8:50,IP Address,131.178.102.208,100,400,True,02/11/22 8:50,R_2EDXd92zn0xOLQD,,@00010,,25.6449,-100.311,email,ES-ES,A01382591,"Zamora Coaching INC, A.C._Zamora Coaching Inc. en redes sociales","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusto mucho la plataforma y como opera de una manera muy fluida,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gusto mucho pero cambiaria un poco la pagina en el area de los niños porque se pueden perder muy facil,Reconocimiento,33215,Zamora Coaching Inc. en redes sociales,"Zamora Coaching INC, A.C.",2,Regular
02/11/22 10:01,02/11/22 10:04,IP Address,187.190.132.41,100,151,True,02/11/22 10:04,R_1o6nc9ROMxlp3kx,,@00011,,25.6449,-100.311,email,ES-ES,A01620482,"Menos plástico es Fantástico, AC_Diseño de un programa de turismo sustentable en el Caribe Mexicano con Menos Plástico es Fantástico", 4, 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho",Sí,Sí,"Buen trabajo, quiza lo senti un poco mas pesado que otros proyectos que he tenido.", 3, 3, 3,"
5 Totalmente de Acuerdo",,,33165,Educación ambiental para la comunidad de Mahahual con Menos Plástico es Fantástico,"Menos plástico es Fantástico, AC",44593,Regular
02/11/22 12:05,02/11/22 12:13,IP Address,200.68.165.1,100,491,True,02/11/22 12:13,R_3nwS8Px2DmWBGqy,,@00012,,25.6554,-100.3258,email,ES-ES,A01732565 ,"Fundación El Mundo Escribe, A.C._El mundo escribe, somos lenguaje", 4,"
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 3, 4,"
5 Muy Satisfecho", 3,Sí,Sí,Me gustaron mucho las actividades ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 3,Conocer a las personas a través de sus textos y darles un espacio para poder expresarse libremente es sin duda una experiencia satisfactoria,Reconocimiento,33162,"El mundo escribe, somos lenguaje","Fundación El Mundo Escribe, A.C.",44593,Regular
02/11/22 13:29,02/11/22 13:41,IP Address,187.189.68.29,100,681,True,02/11/22 13:41,R_1o87vF1m5MH19GJ,,@00013,,25.6677,-100.2514,email,ES-ES,A01382524,Fundación Sé Más_Organización de eventos de emprendimiento - Fundación Sé Más, 2,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
1 Nada Satisfecho", 2,"
5 Muy Satisfecho",Sí,Sí,"Una organización muy buena y necesaria para estudiantes como yo. Aprendí cosas necesarias, solo buscaría establecer de una mejor manera los requisitos de su servicio para no tener mal entendido, es decir establecer las actividades que se requieren para tener las horas del servicio.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Tuve una experiencia muy buena dentro del servicio, aprendi y desaprendi muchas cosas que me ayudaran en un futuro. Solo al final si tengo una queja y me encuentro muy molesta con la fundación. Acabe mi trabajo que me habían asignado y hasta nos habíamos despedido y al final me restaron 20 horas sin aviso previo porque no les había ayudado en otro evento, el cual nunca mencionaron, no me eniaron ningún mensaje y ya habiamos tenido una despedida hasta con retroalimentación. Además las actividades ya no eran vinculatorias con el tec, el cual era mi trabajo.  ",Área de oportunidad,33184,Organización de eventos de emprendimiento - Fundación Sé Más,Fundación Sé Más,44593,Regular
03/11/22 12:43,03/11/22 12:46,IP Address,187.141.252.60,100,141,True,03/11/22 12:46,R_30iYoSF1LaskL1G,,@00014,,25.756,-100.2991,email,ES-ES,A01235912,"Menos plástico es Fantástico, AC_Educación ambiental para la comunidad de Mahahual con Menos Plástico es Fantástico","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4, 3,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,agradezco y aplaudo al labor de la OSF. Siempre super atentas aunque un poco de error en la comunicación de nuestros proyectos al final creo todos entregamos algo de valor y aplicable para la OSF ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gusto mucho aplicar mi carrera en servicio de ellos. si pude literalmente plasmar lo que he aprendido en algo que espero se pueda aplicar y les ayude,Reconocimiento,33165,Educación ambiental para la comunidad de Mahahual con Menos Plástico es Fantástico,"Menos plástico es Fantástico, AC",44593,Regular
23/11/22 13:50,23/11/22 13:56,IP Address,131.178.102.140,100,350,True,23/11/22 13:56,R_UfNHCwHgMYsl1Vn,,@00015,,25.6449,-100.311,anonymous,ES-ES,A01740362,WEEDS_Investigando para un mundo más verde,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Un trabajo duro pero gratificante. ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Es mucho trabajo, las tareas no son del todo sencillas, pero el objetivo llevará a algo que deje un impacto positivo. ",Reconocimiento,,,,,
23/11/22 14:00,23/11/22 14:04,IP Address,187.163.102.158,100,204,True,23/11/22 14:04,R_3gYM36Kr81qMZKE,,@00016,,25.6449,-100.311,anonymous,ES-ES,A00831611,"Soñar Despierto, A.C._Vico Valores","
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho", 3, 4, 4, 4,Sí,Sí,Muchas gracias por darme la oportunidad de poder enseñarle algo a estos niños, 4, 4, 4,"
5 Totalmente de Acuerdo",Me gusto mucho el impacto que alguien puede tener en personas tan jóvenes y lo divertido que esto puede ser ,Reconocimiento,,,,,
23/11/22 14:23,23/11/22 14:26,IP Address,131.178.102.128,100,187,True,23/11/22 14:26,R_3HBKrwoVws4PzBX,,@00017,,25.6449,-100.311,anonymous,ES-ES,A01368719,"Clínica Jurídica Penal del Tec de Monterrey, Campus Monterrey_Clínica Penal","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Excelente servicio social,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me ayudo mucho a mi desarrollo profesional.,Reconocimiento,,,,,
23/11/22 15:05,23/11/22 15:09,IP Address,186.96.143.115,100,232,True,23/11/22 15:09,R_77KxlcYegdrXiVP,,@00018,,25.6449,-100.311,anonymous,ES-ES,A01252289,"ANSPAC, Asociación Nacional Pro Superación Personal A.C._Talleres Jóvenes que Trascienden ANSPAC MTY","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me parece muy buena la forma en la que ellos trabajan y toda la logistica y la organización que tienen.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Es muy interesante el cómo podemos ayudar a una OSF y el impacto que podemos generar hacia los demás.,Reconocimiento,,,,,
23/11/22 15:15,23/11/22 15:16,IP Address,187.138.11.111,100,41,True,23/11/22 15:16,R_2eR1kDqFL0P4Cd4,,@00019,,25.6554,-100.3258,anonymous,ES-ES,A01283754,Fundacionplan.org - Plan SPAP A.C._Experiencia Plan,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Una organización con una causa muy bonita para trabajar en conjunto por el bien común.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Una organización con una causa muy bonita para trabajar en conjunto por el bien común.,Reconocimiento,,,,,
23/11/22 15:19,23/11/22 15:20,IP Address,189.219.40.26,100,73,True,23/11/22 15:20,R_2sckIi67wlB0vw1,,@00020,,25.6449,-100.311,anonymous,ES-ES,A01197946,"ANSPAC, Asociación Nacional Pro Superación Personal A.C._Talleres Jóvenes que Trascienden ANSPAC MTY","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy amable el staff siempre ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",.,Reconocimiento,,,,,
23/11/22 15:37,23/11/22 15:43,IP Address,189.219.67.27,100,352,True,23/11/22 15:43,R_bIYBJrAhs2eI8zD,,@00021,,25.6554,-100.3258,anonymous,ES-ES,A01721885,Iniciativa Campana Altamira_Juega y aprende, 3, 2, 2, 3,"
1 Nada Satisfecho", 2,"
1 Nada Satisfecho", 2,No,Sí,Me hubiera gustado tener un poco más de organización, 4, 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó mucho poder interactuar con niños tan buenos y tan emocionados de vernos cada sábado.,Área de oportunidad,,,,,
23/11/22 16:05,23/11/22 16:12,IP Address,187.192.41.158,100,400,True,23/11/22 16:12,R_1LXNDdw8mRsYAhf,,@00022,,25.6449,-100.311,anonymous,ES-ES,A01382571,"Laboratorio de Arte, A.C._Actualización de acervo digital","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Todo increíble, la verdad conocer todas las labores del Laboratorio me pareció super interesante, me gustaría que más gente se entere de todas las actividades que se realizan.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Todo muy bien, todas las personas que colaboran con el laboratorio son increíbles y muy buenas en sus labores, fue una oportunidad incríble colaborar con ustedes y estoy muy agradecida.",Reconocimiento,,,,,
23/11/22 16:13,23/11/22 16:15,IP Address,131.178.102.184,100,129,True,23/11/22 16:15,R_9Sx1lSJ51mgqufT,,@00023,,25.6449,-100.311,anonymous,ES-ES,A01570962,Inclusión y Accesibilidad_Foro de Inclusión de Personas con Discapacidad,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",.,Reconocimiento,,,,,
23/11/22 16:39,23/11/22 16:42,IP Address,187.188.76.123,100,192,True,23/11/22 16:42,R_28Mbl7cbiCrKbAh,,@00024,,25.6554,-100.3258,anonymous,ES-ES,A00826906,Dirección de Servicio Social - Aprendizajes para todos_Aprendizajes para Todos: Tutor académico,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buena elección y te deja satisfecho contigo mismo,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Mi experiencia fue de empatía al ayudar a jóvenes a aprender y además me llevo 2 nuevas amistades en la vida,Reconocimiento,,,,,
23/11/22 17:23,23/11/22 17:31,IP Address,187.189.142.0,100,501,True,23/11/22 17:31,R_RPTAt9wKa63Ov6N,,@00025,,25.6677,-100.2514,anonymous,ES-ES,A00832807,"Instituto Nuevo Amanecer, A.B.P._Apoyo en programa de voluntariado", 4,"
5 Muy Satisfecho", 4, 3, 4, 3, 4, 4,Sí,Sí,"Me gusto el proyecto, solo me habría gustado un poco mas de contacto con la organización socio formadora. ", 4, 4,"
5 Totalmente de Acuerdo", 4,"Me pareció bastante esclarecedora la experiencia y me ayudo a abrir mis horizontes.
",Reconocimiento,,,,,
23/11/22 17:45,23/11/22 17:49,IP Address,189.219.66.224,100,202,True,23/11/22 17:49,R_217ckC5Ls6t1VQm,,@00026,,25.6449,-100.311,anonymous,ES-ES,A01721632,"DIF Nuevo León_Construcción Cultural, Deportiva y Emocional para DIF Nuevo León","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",No,Sí,Todo perfecto,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Es una experiencia increíble ,Reconocimiento,,,,,
23/11/22 17:48,23/11/22 17:51,IP Address,187.156.41.143,100,190,True,23/11/22 17:51,R_2S1SuX2n2RtOPk8,,@00027,,25.0291,-101.1251,anonymous,ES-ES,A01382661,"Liderazgo y Cultura Emprendedora, A.C._Embajadores y creadores de contenido para Pink society y Soy Plena","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Aprendi muchas cosas, muchas gracias por la oportunidad","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gusto mucho en los talleres que estuve apoyando.,Reconocimiento,,,,,
23/11/22 17:53,23/11/22 17:57,IP Address,187.189.166.107,100,258,True,23/11/22 17:57,R_25Szbgcqt7GiEHs,,@00028,,25.6677,-100.2514,anonymous,ES-ES,A00834992,Inclusión y Accesibilidad_Foro de Inclusión de Personas con Discapacidad,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho", 4, 4,No,Sí,"Me gustaron mucho las actividades impartidas durante el foro de inclusión, me gustó ser parte de ello. ", 4, 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gustó mucho ser parte del foro de inclusión, creo que el foro me enseño más y pude crecer un poco más gracias a esta experiencia. ",Reconocimiento,,,,,
23/11/22 18:13,23/11/22 18:17,IP Address,187.189.141.124,100,194,True,23/11/22 18:17,R_3Rry6bPWMw4FO4F,,@00029,,25.6677,-100.2514,anonymous,ES-ES,A00833397,"Unidos Somos Iguales, A.B.P._Noches de Rol Unidos","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,La organización estuvo perfecta y actividades bastante diversas ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Fue una experiencia bastante buena y con mucho apoyo ,Reconocimiento,,,,,
