StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,UserLanguage,Q2,Q3,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,"Herramientas que aplicaste como las actividades, reportes, ""quizzes"", dentro de la plataforma de CANVAS en el desarrollo de la experiencia de Servicio Social",Q2_6,Q2_7,Q2_8,Q5,Q6,Q7,Al concluir este Bloque con Sentido Humano,Vivir la experiencia de aprendizaje relacionada con un Objetivo de Desarrollo Sostenible,Nivel de sensibilización que aportó esta unidad de formación para la atención de necesidades sociales,Seguimiento y liderazgo que dio la organización socio formadora en el desarrollo de tu experiencia,Q9,Q10,CRN,Nombre de Experiencia,OSF,Periodo,Tipo de Formato
17/03/23 17:14,17/03/23 17:59,IP Address,201.162.40.193,100,2692,True,17/03/23 17:59,R_1r1WYPD9J0pBWy0,,,,,25.6677,-100.2514,ES-ES,@00011,"Fundación El Mundo Escribe, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 4,"
5 Muy Satisfecho", 4, 4,Sí,Sí,"La experiencia fue muy buena y hubo buena comunicación entre la organización y nosotros, el unico detalle fue la primera semana pues existia mucha confusión, sin embargo despues de la primera junta todo se aclaro. ", 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo", 3,Me gusta poder observar como la manera de escribir cambia de acuerdo al espacio mental en el que se encuentre una persona. ,Reconocimiento,,,,,
17/03/23 18:32,17/03/23 18:38,IP Address,187.190.180.82,100,359,True,17/03/23 18:38,R_1puP7fVfvznvqyT,,,,,25.6554,-100.3258,ES-ES,@00012,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,todo muy bien y muy bien organizado,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",estuvo muy interesante la experiencia con el artesano,Reconocimiento,,,,,
17/03/23 18:43,17/03/23 19:01,IP Address,165.225.218.92,100,1063,True,17/03/23 19:01,R_3JF8Gc8IKNepWBU,,,,,29.7373,-95.3972,ES-ES,@00013,Iniciativa de Educación con Equidad y Calidad,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,todo muy bien!,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Todo bien!,Reconocimiento,,,,,
17/03/23 18:42,17/03/23 19:20,IP Address,189.152.83.253,100,2329,True,17/03/23 19:21,R_3eaFx0ZFdDAM32s,,,,,25.6802,-100.3065,ES-ES,@00014,"AENL, Asociación de Estudiantes de Nuevo León","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Se llama aprendizaje para todos mi servicio social por lo cual no esta en el apartado., 4, 4,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",emocionada por empezar con esta experiencia.,Área de oportunidad,,,,,
17/03/23 19:23,17/03/23 19:34,IP Address,189.152.203.189,100,623,True,17/03/23 19:34,R_3HS9Q9F4FBR3q6Z,,,,,25.6546,-100.2967,ES-ES,@00015,"Tierra de Artistas, A.C.", 4, 3, 4, 4, 3, 4, 3, 4,No,Sí,Un mejor seguimientondeo parte de encargo del proyecto , 4, 4, 4, 4,"Es un buen proyecto, pero es necesario un mayor entusiasmo para realizarlo ",Área de oportunidad,,,,,
17/03/23 19:33,17/03/23 19:35,IP Address,131.178.102.220,100,108,True,17/03/23 19:35,R_2U2XqWYZKqs1kQS,,,,,25.6546,-100.2967,ES-ES,@00016,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusto mucho la forma en que teníamos que trabajar,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gusto mucho que nos hayan compartido un zoom directo con el artesano ya que te puedes empapar un poco mas sobre el tema,Reconocimiento,,,,,
17/03/23 19:49,17/03/23 19:52,IP Address,187.189.160.196,100,206,True,17/03/23 19:53,R_3FXRWdVqcnfJM3G,,,,,25.6677,-100.2514,ES-ES,@00017,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho",No,Sí,No quedaban claros algunos pasos al momento de explicarlos y si había dudas futuras no las resolvian hasta varios días después,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Muy interesante el saber de la cultura de los alebrijes en Oaxaca, el saber la diversidad de arte que podemos encontrar dentro del mismo país y que muchas veces no se le da el reconocimiento que se merece.",Área de oportunidad,,,,,
17/03/23 20:22,17/03/23 20:24,IP Address,189.152.39.1,100,142,True,17/03/23 20:24,R_UQ7q5p0JsEuuz29,,,,,25.6546,-100.2967,ES-ES,@00018,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Es una muy buena experiencia y el  ayudar a personas que buscan crecer es fantástico.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Estuvo bastante bien y pude aprender nuevas cosas de como funciona el mundo de las artesanías.,Reconocimiento,,,,,
17/03/23 20:28,17/03/23 20:38,IP Address,201.172.225.34,100,608,True,17/03/23 20:38,R_2fqATWzT67slruX,,,,,25.6802,-100.3065,ES-ES,@00019,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy enriquecedores,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me pareció muy interesante,Reconocimiento,,,,,
17/03/23 21:31,17/03/23 21:33,IP Address,131.178.102.172,100,76,True,17/03/23 21:33,R_Cgjd7nH2vF2H4gF,,,,,25.6546,-100.2967,ES-ES,@00020,"Águilas Guadalupanas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buen trabajo,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me gustó mucho,Reconocimiento,,,,,
17/03/23 22:22,17/03/23 22:23,IP Address,187.161.118.194,100,64,True,17/03/23 22:23,R_3fdyerB21WqHo33,,,,,25.6554,-100.3258,ES-ES,@00021,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,El precio de participación es bastante costoso,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Mw gustó participar. Sin embargo, considero que el costo de materiales es inflado",Reconocimiento,,,,,
17/03/23 22:17,17/03/23 22:29,IP Address,189.152.6.240,100,685,True,17/03/23 22:29,R_1Q6s6HNt4pY8uW9,,,,,25.6546,-100.2967,ES-ES,@00022,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me encanta como conecta con otras partes del país para apoyar,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Descubrir como los remedios medicinales se hacen,Reconocimiento,,,,,
17/03/23 22:46,17/03/23 22:50,IP Address,200.68.159.70,100,239,True,17/03/23 22:50,R_3JgenC2WOuKwX7m,,,,,19.4326,-99.1332,ES-ES,@00023,"Fundación El Mundo Escribe, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Me gustó mucho trabajar con El Mundo Escribe, espero participar de nuevo con esta Fundacion.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Me encantó leer textos y la manera en que las personas se expresaban según sus experiencias.  Me encantó poder ayudar realizando un video basado en mi carrera.,Reconocimiento,,,,,
17/03/23 22:53,17/03/23 22:55,IP Address,131.178.102.168,100,143,True,17/03/23 22:55,R_24OhxNqKQ4prZIl,,,,,25.6546,-100.2967,ES-ES,@00024,"Casa Samuel Salud, A.B.P.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Me gusto mucho haber participado en este proyecto ya que personalmente fue de mucha reflexion y de conscientizacion.,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Personalmente considero que todos debemos participar en estos proyectos porque nos permiten crecer como personas.,Reconocimiento,,,,,
17/03/23 23:50,17/03/23 23:52,IP Address,189.219.220.78,100,147,True,17/03/23 23:52,R_RPritgIntA4WluV,,,,,25.6802,-100.3065,ES-ES,@00025,"Águilas Guadalupanas, A.C.", 4, 4, 3, 4, 3, 4, 3, 3,Sí,Sí,Chance y ocupabamos más reuniones, 4, 4, 4, 4,,,,,,,
18/03/23 10:13,18/03/23 10:16,IP Address,187.161.117.187,100,150,True,18/03/23 10:16,R_2fecr8RKX8ZOIXV,,,,,25.6546,-100.2967,ES-ES,@00026,Dirección de Servicio Social - Acciones ciudadanas, 4, 4, 4, 4, 4, 4, 4, 4,Sí,Sí,Ninguno, 4, 4, 4, 4,Nada en específico muy buena OSF,,,,,,
18/03/23 11:44,18/03/23 11:48,IP Address,187.167.249.53,100,230,True,18/03/23 11:48,R_24oYnjwGXLOQ4gB,,,,,25.6546,-100.2967,ES-ES,@00027,"Fundación Yepez, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Fue muy divertido,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Fue muy interesante la gran variedad de proyectos con los que nosotros alumnos podemos ayudar a la fudación.,Reconocimiento,,,,,
18/03/23 12:16,18/03/23 12:17,IP Address,187.189.188.98,100,74,True,18/03/23 12:17,R_1NttQ46UiP9I2gJ,,,,,25.6677,-100.2514,ES-ES,@00028,AEVER- Asociación de Estudiantes de Veracruz,"
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,Muy buena experiencia ,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Muy buena,Reconocimiento,,,,,
18/03/23 12:13,18/03/23 12:25,IP Address,187.138.82.17,100,686,True,18/03/23 12:25,R_2aaYmZpZNJDlomb,,,,,25.6677,-100.2514,ES-ES,@00029,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 3,"
5 Muy Satisfecho", 4, 3,Sí,Sí,"Me gusto, pero aveces la comunicacion con el organizador era un poco complicada por que tardaba mucho en solucionae dudas.","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","Me gusto mucho por que pude aprender un hobby nuveo.

",Reconocimiento,,,,,
18/03/23 13:04,18/03/23 13:11,IP Address,200.68.140.38,100,363,True,18/03/23 13:11,R_3O3r8NlqQDbu6vc,,,,,19.4326,-99.1332,ES-ES,@00030,"Fundación Yepez, A.C.", 4,"
5 Muy Satisfecho","
5 Muy Satisfecho", 4, 4, 4, 4, 4,Sí,Sí,Me gusto mucho aportar de mis habilidades y conocimientos para poder lograr un mayor desarrollo en su organización y que sigan teniendo éxito en la causa que apoyan,"
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",,,,,,,
18/03/23 13:31,18/03/23 13:39,IP Address,189.211.185.98,100,440,True,18/03/23 13:39,R_yr9oEDokszdjG01,,,,,25.6802,-100.3065,ES-ES,@00031,"CONAFE, Consejo Nacional de Fomento Educativo", 3, 3, 3, 3, 4, 2, 3, 3,No,No,"No sale pero fui al centro de actualizacion del magisterio, no me gusto la expriencia la informacion que venia en el canva decia que era remota y no es asi, no me gusto el ambiente de ahi ", 2, 2, 2, 2,"Hablaron mal del tec las personas que trabajan ahi, no son justas con el trabajo que dan y tampoco son claras con lo que necesitan que hagamos, es una experiencia que no recomiendo, y la plataforma del tec también tenia información equivocada del proyecto",Área de oportunidad,,,,,
18/03/23 14:16,18/03/23 14:17,IP Address,187.188.76.91,100,90,True,18/03/23 14:17,R_1ilgDgTVNcmQnjZ,,,,,25.6546,-100.2967,ES-ES,@00032,"Tierra de Artistas, A.C.", 4,"
5 Muy Satisfecho", 3,"
5 Muy Satisfecho", 2,"
5 Muy Satisfecho", 4, 4,No,Sí,Creo que deberían brindar un mejor equipo a los artesanos para que realicen sus talleres y poder presentarlos en vivo de mejor manera, 3, 4, 3, 4,,,,,,,
18/03/23 14:45,18/03/23 15:09,IP Address,189.219.40.135,100,1446,True,18/03/23 15:09,R_2whvIosjcTMV771,,,,,25.6546,-100.2967,ES-ES,@00033,"Tierra de Artistas, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho",Sí,Sí,"Me gusto mucho poder ayudar desde casa, ya que siendo foránea luego es difícil ir a algún lugar a ayudar además de que sientes bonito ayudar ","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo","
5 Totalmente de Acuerdo",Fue una experiencia nueva y muy interesante porque conoces de la cultura de una forma bonita porque formas parte de esta y puedes ver como le dan una gran dedicación y amor a cada telar.,Reconocimiento,,,,,
18/03/23 15:43,18/03/23 15:48,IP Address,187.167.218.31,100,244,True,18/03/23 15:48,R_2ri7jQNyAYroxOr,,,,,25.6546,-100.2967,ES-ES,@00034,"Fundación El Mundo Escribe, A.C.","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho","
5 Muy Satisfecho", 3,"
5 Muy Satisfecho","
5 Muy Satisfecho", 3,Sí,Sí,"El darles un empujón a la gente para que escriba es algo muy valioso, aveces solo se necesita ese pequeño empujón para que alguien se desahogue o intente escribir una historia. ", 3, 4,"
5 Totalmente de Acuerdo", 4,"En los textos que me toco transcribir unos me hicieron reír, y hubo 2 que me llamaron la atención porque estaban escritos para el lector y te Asia preguntas y afirmaciones que me gustaron. ",Reconocimiento,,,,,
